node,degree
1985614845,0.0007714858818083628
598637900,0.0007714858818083628
263030579,0.0006171887054466903
5589495883,0.0006171887054466903
561173335,0.0006171887054466903
29705621,0.0006171887054466903
5589560601,0.0006171887054466903
5589566178,0.0006171887054466903
5587397962,0.0006171887054466903
5587397966,0.0006171887054466903
5587452815,0.0006171887054466903
9835342740,0.0006171887054466903
9835548934,0.0006171887054466903
9835342739,0.0006171887054466903
5587478522,0.0006171887054466903
5587702344,0.0006171887054466903
5587726155,0.0006171887054466903
5589495851,0.0006171887054466903
5589495860,0.0006171887054466903
5589495879,0.0006171887054466903
561173421,0.0006171887054466903
5581983331,0.0006171887054466903
5582029134,0.0006171887054466903
5582029135,0.0006171887054466903
5582063153,0.0006171887054466903
5582063158,0.0006171887054466903
5587330709,0.0006171887054466903
5587330925,0.0006171887054466903
5587222636,0.0006171887054466903
5587330976,0.0006171887054466903
5587397945,0.0006171887054466903
5587397951,0.0006171887054466903
263031141,0.0006171887054466903
263032167,0.0006171887054466903
263032169,0.0006171887054466903
263032321,0.0006171887054466903
263029874,0.0006171887054466903
5581697351,0.0006171887054466903
5581697352,0.0006171887054466903
5581651016,0.0006171887054466903
9938919525,0.0006171887054466903
5581697428,0.0006171887054466903
5589606012,0.0006171887054466903
5589606175,0.0006171887054466903
5589566582,0.0006171887054466903
9931384269,0.0006171887054466903
5581810521,0.0006171887054466903
5581810523,0.0006171887054466903
5581809709,0.0006171887054466903
9931251978,0.0006171887054466903
5581860845,0.0006171887054466903
9903711426,0.0006171887054466903
9931251976,0.0006171887054466903
9941068624,0.0006171887054466903
264850346,0.0006171887054466903
5579707820,0.0006171887054466903
9941042549,0.0006171887054466903
5579740330,0.0006171887054466903
5579740354,0.0006171887054466903
5579816904,0.0006171887054466903
9941035874,0.0006171887054466903
9941035895,0.0006171887054466903
9939130353,0.0006171887054466903
9941035857,0.0006171887054466903
5581651020,0.0006171887054466903
5581650990,0.0006171887054466903
5581697322,0.0006171887054466903
5581697340,0.0006171887054466903
263031984,0.0006171887054466903
266326678,0.0006171887054466903
5575222983,0.0006171887054466903
5575222986,0.0006171887054466903
5575222987,0.0006171887054466903
5575135958,0.0006171887054466903
5575222965,0.0006171887054466903
5575544263,0.0006171887054466903
5589635201,0.0006171887054466903
5589642383,0.0006171887054466903
5577559106,0.0006171887054466903
5577588532,0.0006171887054466903
5577588542,0.0006171887054466903
5577630170,0.0006171887054466903
5577630177,0.0006171887054466903
5577643536,0.0006171887054466903
5577750318,0.0006171887054466903
266327696,0.0006171887054466903
266329613,0.0006171887054466903
9727085724,0.0006171887054466903
5575061705,0.0006171887054466903
5575128946,0.0006171887054466903
10053302590,0.0006171887054466903
5575061696,0.0006171887054466903
5575061698,0.0006171887054466903
5575061701,0.0006171887054466903
5575129016,0.0006171887054466903
5575128954,0.0006171887054466903
5575128967,0.0006171887054466903
5575222948,0.0006171887054466903
264850410,0.0006171887054466903
264132589,0.0006171887054466903
266326430,0.0006171887054466903
266331489,0.0006171887054466903
266331492,0.0006171887054466903
10053306319,0.0006171887054466903
5574890234,0.0006171887054466903
5574890235,0.0006171887054466903
5574914519,0.0006171887054466903
5574914520,0.0006171887054466903
5574915825,0.0006171887054466903
5574889611,0.0006171887054466903
5574915845,0.0006171887054466903
5574969230,0.0006171887054466903
5574969285,0.0006171887054466903
5574969291,0.0006171887054466903
5574969294,0.0006171887054466903
5574969298,0.0006171887054466903
5574965610,0.0006171887054466903
5572752572,0.0006171887054466903
5572752577,0.0006171887054466903
5572752545,0.0006171887054466903
5572752546,0.0006171887054466903
5572752547,0.0006171887054466903
5572752584,0.0006171887054466903
5572752587,0.0006171887054466903
5572923844,0.0006171887054466903
5572924521,0.0006171887054466903
5572924523,0.0006171887054466903
5572924540,0.0006171887054466903
5572924541,0.0006171887054466903
5572752579,0.0006171887054466903
5573045584,0.0006171887054466903
5573046171,0.0006171887054466903
5573046176,0.0006171887054466903
268754924,0.0006171887054466903
268754979,0.0006171887054466903
5589742165,0.0006171887054466903
5589742169,0.0006171887054466903
5572575915,0.0006171887054466903
5572575918,0.0006171887054466903
5572752534,0.0006171887054466903
5572752540,0.0006171887054466903
5572752544,0.0006171887054466903
5572752548,0.0006171887054466903
5572752567,0.0006171887054466903
266348439,0.0006171887054466903
266327669,0.0006171887054466903
266327670,0.0006171887054466903
266327671,0.0006171887054466903
5572752568,0.0006171887054466903
5572575840,0.0006171887054466903
5572575842,0.0006171887054466903
5572575843,0.0006171887054466903
5572575846,0.0006171887054466903
5572455681,0.0006171887054466903
5572575869,0.0006171887054466903
5572575870,0.0006171887054466903
5572575675,0.0006171887054466903
5572575679,0.0006171887054466903
5572575682,0.0006171887054466903
5572575888,0.0006171887054466903
5572575897,0.0006171887054466903
5572575902,0.0006171887054466903
5572575849,0.0006171887054466903
268754871,0.0006171887054466903
268754873,0.0006171887054466903
5631910011,0.0006171887054466903
5572455633,0.0006171887054466903
5572455636,0.0006171887054466903
5572455637,0.0006171887054466903
5572455640,0.0006171887054466903
5572575667,0.0006171887054466903
5572455651,0.0006171887054466903
268772448,0.0006171887054466903
268772461,0.0006171887054466903
268772462,0.0006171887054466903
268772487,0.0006171887054466903
268772495,0.0006171887054466903
268772517,0.0006171887054466903
