node,betweenness
1079310605,0.2239938494512513
1067886796,0.2217444178541439
1964883544,0.22162768841550295
5591796940,0.2216144157701042
4222643598,0.21918039782578488
5164560808,0.21360291332243939
5555578827,0.2062236508110477
12316463050,0.1839324615658648
13152995095,0.1802115874329833
5209136396,0.18013443289243858
12316463060,0.17208157492182558
598637627,0.17197278701965754
5555578832,0.171368088308138
12316465809,0.16131905395980328
12316463038,0.16101272249039184
4222643588,0.15918031796728271
5209194737,0.159103163426738
7207326944,0.1478906572614257
5587726156,0.14682485681444454
1083069984,0.14371841572391772
5555578861,0.1432093614645384
5209194723,0.1409484603118689
4222643599,0.1408713057713242
12318909375,0.13886816375291142
1732976412,0.13754182865951609
12316465984,0.13751405302491998
13152995089,0.1372213801344537
268764691,0.13706649239431018
12318909372,0.12899294722057908
12318909373,0.12772935230401705
5632060005,0.1275260438551626
7937313986,0.12714601391636707
7937287482,0.1269496961444379
1658007980,0.12604226333630053
1315426717,0.12599619108691767
5209136398,0.12324930935406582
9727085724,0.122185490350908
5589635201,0.12190710063941475
5555578852,0.12113560369571312
5555578850,0.12083452212933567
5209136400,0.12073915911722242
1315426927,0.11901210469595083
271708951,0.11664259087089897
1657925737,0.11599344760906126
2874006668,0.11587998049704352
5636335012,0.11564615345855109
5209194619,0.11389697243363571
5625938059,0.113819817893091
8870977496,0.11276485161941943
271709011,0.11275500523043563
271708930,0.11273185886827222
1204539311,0.1126547043277275
12316465803,0.11160127502120297
5461873746,0.11157210570512147
2874006669,0.10982328159611307
2874006670,0.10969504882777274
5593676828,0.10914433616166218
11043292222,0.10825998004917
5634441104,0.10743661646764582
7937314008,0.1073245280656878
277367609,0.1069489929488738
12316463068,0.10660256724449949
5209136424,0.10642698573886888
2250793491,0.1039809525938163
1315426635,0.10313832415959426
2733312967,0.10198494540579704
2874006674,0.10196646624823613
4222718077,0.10187934979476414
5634441100,0.1018164688442202
5163282376,0.1014978040618919
5459559920,0.10111441361929498
1315438422,0.10095338706132284
5164560806,0.10064012017527157
2094936365,0.10058991691951769
1732976418,0.1005227481536365
2733312994,0.10039790398195036
561174545,0.10030222615961365
2105386882,0.0999582188082992
5555578825,0.09964978904329944
5209136423,0.09949547996221002
5209136419,0.0993411708811206
5625938071,0.09906161426254693
573460981,0.09887812182663848
4536689444,0.09885360002612588
5589642383,0.09782624616573526
9727073050,0.09772691520582256
5634396511,0.09756152340576227
5634396512,0.09751754531765179
4222718071,0.09750674368197552
4222718072,0.09742958914143082
5163432781,0.09664148880791176
1964808892,0.09593274773111374
2074275499,0.09580970188965736
5163282377,0.0949968219560942
5621333801,0.09453282886127015
912018570,0.09390005916813672
5162636759,0.09384588524912059
5769471464,0.09359189421773641
2074275498,0.09356482017414854
2250793508,0.09321969694911109
5163501930,0.09282880718874496
2105386884,0.092016816289416
4222718076,0.09195494740276823
5162636779,0.09173488404238019
4222718080,0.09165513243691578
1745453218,0.09157797789637107
1067886726,0.0914344704509579
2733374527,0.09130708000639781
1315426947,0.0907729221329118
573461009,0.09049706211019792
2093140097,0.09014398012245799
5589741910,0.08999997177469717
5593638209,0.08916708772475965
5593638208,0.08817188245223881
1657925664,0.0880719177639595
5593638445,0.08803251504203398
5464491497,0.08706969958587024
5555578862,0.08699254504532554
1964808904,0.08657434110728358
5209136399,0.08655376166220914
7207326940,0.08594994102984337
2874006619,0.0858030439169265
912018497,0.08572588937638179
5464546501,0.0851385073179906
7207326921,0.08451683500441685
301375353,0.0838861414373719
8870956805,0.08388252785975511
8870977422,0.08380537331921041
5589668855,0.08345608325305091
1964808880,0.08328709874275184
1964808909,0.08318808497372805
8870977494,0.08146908284147944
5461873790,0.0812754199565157
3772967173,0.08059829298549892
2874006662,0.07994759960956342
7207326960,0.07985504308962929
5163501922,0.07984344097982807
7207326950,0.07977183743023811
561173294,0.07938745505804856
7207326958,0.07928673214738348
7207326953,0.07921639993863604
10614248663,0.07903730491176611
5575061636,0.07898219861257577
1643194749,0.07651219225072883
11156195571,0.07516047597082147
5634044421,0.0745230986313985
2320733466,0.07398421749240784
